order_date,region,product,channel,units,unit_price,revenue,discount_pct,customer_rating
2026-07-16,East,Gizmo,Online,34,449.0,12976.1,15,4.6
2026-06-05,North,Doohickey,Retail,40,65.25,2479.5,5,3.9
2026-06-09,South,Widget,Online,16,120.0,1728.0,10,4.9
2026-05-24,North,Doohickey,Partner,28,65.25,1827.0,0,4.7
2026-07-02,North,Gadget,Online,30,299.5,8086.5,10,4.8
2026-06-03,South,Doohickey,Partner,28,65.25,1735.65,5,3.5
2026-04-10,East,Gadget,Retail,25,299.5,6364.38,15,4.4
2026-05-02,North,Doohickey,Online,35,65.25,2283.75,0,3.9
2026-07-05,West,Doohickey,Partner,12,65.25,783.0,0,3.4
2026-04-18,North,Doohickey,Retail,15,65.25,978.75,0,4.7
2026-06-08,East,Gizmo,Online,21,449.0,8486.1,10,4.4
2026-04-16,East,Gadget,Online,32,299.5,8625.6,10,5.0
2026-07-03,West,Widget,Retail,28,120.0,3360.0,0,3.4
2026-01-02,South,Doohickey,Online,19,65.25,1239.75,0,4.5
2026-06-07,South,Gizmo,Retail,21,449.0,8957.55,5,3.8
2026-02-21,North,Widget,Retail,21,120.0,2520.0,0,4.3
2026-06-27,North,Doohickey,Online,15,65.25,978.75,0,4.2
2026-01-12,North,Doohickey,Retail,17,65.25,1109.25,0,4.4
2026-05-06,North,Gadget,Online,13,299.5,3698.82,5,
2026-02-03,West,Widget,Partner,16,120.0,1632.0,15,3.1
2026-03-07,East,Widget,Partner,22,120.0,2640.0,0,3.0
2026-04-17,South,Gizmo,Online,14,449.0,48298.39,0,4.4
2026-01-26,North,Gadget,Retail,16,299.5,4792.0,0,4.2
2026-07-20,East,Gizmo,Online,16,449.0,6465.6,10,3.7
2026-02-11,East,Gizmo,Online,11,449.0,36467.37,15,3.7
2026-01-29,South,Gadget,Online,20,299.5,5091.5,15,3.5
2026-03-17,North,Gizmo,Online,19,449.0,8531.0,0,4.7
2026-04-03,North,Gizmo,Partner,37,449.0,16613.0,0,
2026-06-15,West,Doohickey,Retail,38,65.25,2355.53,5,3.5
2026-04-06,North,Gadget,Online,5,299.5,1497.5,0,4.4
2026-04-18,West,Widget,Online,37,120.0,3774.0,15,5.0
2026-01-27,South,Gizmo,Partner,17,449.0,7251.35,5,4.2
2026-07-06,West,Gizmo,Retail,23,449.0,10327.0,0,3.9
2026-06-17,North,Widget,Partner,34,120.0,3468.0,15,4.1
2026-06-21,North,Widget,Retail,18,120.0,1836.0,15,4.0
2026-06-14,South,Gadget,Partner,36,299.5,10782.0,0,3.3
2026-05-07,West,Widget,Retail,17,120.0,2040.0,0,4.9
2026-02-27,South,Gizmo,Online,29,449.0,11718.9,10,4.7
2026-01-31,South,Widget,Online,24,120.0,17410.76,5,4.1
2026-06-04,North,Gadget,Partner,16,299.5,4792.0,0,4.6
2026-03-26,South,Doohickey,Partner,3,65.25,185.96,5,4.5
2026-03-29,North,Doohickey,Partner,8,65.25,522.0,0,4.0
2026-07-10,South,Widget,Retail,26,120.0,2808.0,10,3.2
2026-02-25,South,Gadget,Partner,13,299.5,3893.5,0,4.7
2026-07-17,South,Gizmo,Partner,41,449.0,16568.1,10,3.3
2026-05-16,East,Gizmo,Partner,14,449.0,6286.0,0,3.3
2026-01-27,South,Doohickey,Partner,20,65.25,1239.75,5,4.2
2026-03-05,North,Gizmo,Retail,32,449.0,14368.0,0,4.2
2026-05-12,North,Doohickey,Partner,23,65.25,1275.64,15,4.3
2026-06-09,North,Doohickey,Partner,36,65.25,2349.0,0,4.4
2026-01-30,North,Gizmo,Partner,29,449.0,11718.9,10,4.4
2026-05-17,North,Gizmo,Online,23,449.0,10327.0,0,
2026-03-10,West,Doohickey,Partner,22,65.25,1435.5,0,3.1
2026-02-22,East,Doohickey,Retail,35,65.25,1941.19,15,3.4
2026-04-10,West,Doohickey,Partner,34,65.25,1885.72,15,
2026-04-17,North,Widget,Online,23,120.0,2622.0,5,4.8
2026-06-15,North,Gadget,Partner,20,299.5,5990.0,0,3.4
2026-02-17,West,Widget,Retail,28,120.0,3360.0,0,4.2
2026-03-26,South,Gadget,Online,24,299.5,7188.0,0,4.2
2026-06-10,North,Gizmo,Partner,23,449.0,8777.95,15,3.4
2026-01-18,West,Gizmo,Partner,18,449.0,7273.8,10,3.7
2026-06-19,North,Doohickey,Retail,21,65.25,1233.23,10,5.0
2026-06-16,East,Widget,Partner,48,120.0,5760.0,0,4.8
2026-06-09,West,Widget,Partner,33,120.0,3960.0,0,4.1
2026-05-13,North,Gizmo,Retail,19,449.0,8531.0,0,4.3
2026-01-22,East,Gadget,Partner,7,299.5,2096.5,0,4.5
2026-04-19,East,Gadget,Partner,21,299.5,5346.07,15,4.5
2026-01-19,West,Widget,Retail,18,120.0,2160.0,0,
2026-05-23,East,Gadget,Retail,23,299.5,6544.07,5,4.3
2026-01-05,South,Widget,Partner,33,120.0,3960.0,0,4.2
2026-01-19,North,Widget,Retail,20,120.0,2040.0,15,3.2
2026-04-23,South,Gizmo,Partner,29,449.0,13021.0,0,3.8
2026-05-20,North,Gadget,Retail,26,299.5,6618.95,15,4.9
2026-06-15,North,Widget,Partner,30,120.0,3600.0,0,
2026-05-18,East,Doohickey,Online,21,65.25,1164.71,15,4.5
2026-06-15,West,Gadget,Online,30,299.5,8985.0,0,4.3
2026-01-14,South,Widget,Retail,36,120.0,3672.0,15,
2026-06-04,North,Widget,Partner,22,120.0,2508.0,5,3.6
2026-02-09,West,Gadget,Online,25,299.5,7113.12,5,
